"languages","charset","n_pages_languages","n_pages_charset","n_pages","loglikelihood","prob_cs_given_lang","prob_lang_given_cs"
"hin","ISO-8859-1","423010","103949213","1075","-5.0955887434689995","0.0025413110801163095","1.0341588637135713E-5"
"hin","windows-1252","423010","15713096","497","-2.915071692987994","0.0011749131226212147","3.1629667380635874E-5"
"hrv","UTF-8","3961847","2820276978","3726930","-0.7784875591276427","0.9407051811945287","0.0013214765886728449"
"hrv","windows-1250","3961847","4164581","121723","6.143936648962625","0.030723801297728056","0.02922815044298574"
"hrv","ISO-8859-2","3961847","5794535","90813","4.942247098276784","0.022921884666419475","0.015672180770329284"
"hrv","ISO-8859-1","3961847","103949213","11046","-4.908708322301018","0.0027880935331424965","1.0626343077748939E-4"
"hrv","windows-1252","3961847","15713096","6427","-2.2692397213869078","0.001622223170152709","4.090218757652852E-4"
"hrv","EUC-KR","3961847","4504500","4193","-0.6317469768204276","0.0010583447568772847","9.308469308469308E-4"
"hrv","EUC-JP","3961847","7893108","365","-6.630233779109596","9.212874702127569E-5","4.624287416313067E-5"
"hrv","windows-1251","3961847","31259368","107","-11.821667402405804","2.700760529116849E-5","3.422973874583773E-6"
"hun","UTF-8","12244187","2820276978","11083763","0.08143073639858313","0.9052265372947995","0.0039300264074984765"
"hun","ISO-8859-2","12244187","5794535","969559","6.974316723373054","0.07918524929421611","0.16732300348518042"
"hun","windows-1250","12244187","4164581","139120","4.190724491926562","0.011362126370660624","0.03340552146782594"
"hun","ISO-8859-1","12244187","103949213","36808","-4.75384316284642","0.003006161209396753","3.5409599493552683E-4"
"hun","windows-1252","12244187","15713096","13491","-3.0374164585835035","0.0011018289740266137","8.585831843705403E-4"
"hun","GB18030","12244187","3063488","768","-5.504375212904108","6.272364183918459E-5","2.506946330457309E-4"
"hun","UTF-16LE","12244187","29580","251","1.520965463998741","2.049952356983767E-5","0.008485463150777552"
"hun","ISO-8859-15","12244187","3548052","214","-8.352909259150271","1.7477681449981122E-5","6.0314786818231525E-5"
"hye","UTF-8","524052","2820276978","523736","-9.834676908488316","0.9993970064039447","1.8570374615170155E-4"
"hye","windows-1252","524052","15713096","189","-5.275414285647666","3.606512330837398E-4","1.2028183370100966E-5"
"hye","windows-1251","524052","31259368","115","-7.63429299709351","2.194438719821697E-4","3.6788971549264847E-6"
"ibo","UTF-8","1988","2820276978","1957","-3.3597911655961723","0.9844064386317908","6.939034765967586E-7"
"iku","UTF-8","1145","2820276978","1096","-1.396718698183634","0.9572052401746725","3.8861431290242584E-7"
"ile","UTF-8","4776","2820276978","3659","1.5546900020678902","0.7661222780569514","1.2973903019251609E-6"
"ile","ISO-8859-1","4776","103949213","942","3.173296514657967","0.1972361809045226","9.06211767086683E-6"
"ile","windows-1252","4776","15713096","134","3.376225404093912","0.028056951423785594","8.527918368219733E-6"
"ina","UTF-8","14176","2820276978","11364","1.3159165835059687","0.8016365688487584","4.029391470641576E-6"
"ina","windows-1251","14176","31259368","1503","4.502232791637259","0.10602426636568849","4.808158629438701E-5"
"ina","ISO-8859-1","14176","103949213","1043","1.4876537846289684","0.07357505643340857","1.003374599863493E-5"
"ina","windows-1252","14176","15713096","199","2.019900810060392","0.014037810383747178","1.2664595188624825E-5"
"ind","UTF-8","6765309","2820276978","6593439","-2.400850109798361","0.9745953954209631","0.0023378693126360015"
"ind","ISO-8859-1","6765309","103949213","143829","-0.8839037803166069","0.021259782812581066","0.0013836468391540395"
"ind","windows-1252","6765309","15713096","17999","-1.2815638418494544","0.0026604845395827447","0.0011454776321610967"
"ind","windows-1256","6765309","2753473","3025","-1.3689580854635","4.471340481269961E-4","0.001098612552220414"
"ind","US-ASCII","6765309","917488","2726","0.6160013164468738","4.029379884939476E-4","0.002971156026018869"
"ind","Shift_JIS","6765309","11145787","1472","-5.598128046869275","2.175806012703928E-4","1.3206783872686604E-4"
"ind","GB18030","6765309","3063488","634","-4.704885484491008","9.371338397107952E-5","2.0695364238410596E-4"
"ind","EUC-KR","6765309","4504500","633","-5.478026443058947","9.356557106260778E-5","1.4052614052614053E-4"
"ind","windows-1251","6765309","31259368","551","-9.612394960829318","8.144491256792558E-5","1.7626715933604288E-5"
"ind","GB2312","6765309","34551093","449","-10.219878637872535","6.636799590380868E-5","1.2995247357297785E-5"
"ind","EUC-JP","6765309","7893108","308","-8.038109966443148","4.552637580929415E-5","3.9021384225326703E-5"
"ipk","UTF-8","658","2820276978","499","1.5996353169528899","0.7583586626139818","1.7693297640356798E-7"
"isl","UTF-8","934694","2820276978","827734","0.414708655132516","0.8855668272183196","2.934938683174969E-4"
"isl","ISO-8859-1","934694","103949213","82264","1.813633317402521","0.08801169152685263","7.913864629258906E-4"
"isl","windows-1252","934694","15713096","24604","3.2497030763344212","0.02632305332012402","0.0015658276382961066"
"ita","UTF-8","37628771","2820276978","34069315","0.07738211895589177","0.9054059990425943","0.012080130875712875"
"ita","ISO-8859-1","37628771","103949213","2690063","1.4075939747063233","0.07148952592684996","0.025878627864166705"
"ita","windows-1252","37628771","15713096","764680","2.6720123491158265","0.02032168417087021","0.04866513893888257"
"ita","ISO-8859-15","37628771","3548052","86651","1.3716267890252476","0.0023027858124837508","0.024422133610217663"
"ita","US-ASCII","37628771","917488","3450","-2.3257607440979196","9.168516293024825E-5","0.0037602671642571893"
"ita","ISO-8859-2","37628771","5794535","3366","-6.0516339757169835","8.945282852846828E-5","5.808921682240248E-4"
"ita","EUC-KR","37628771","4504500","2965","-5.802610269786186","7.879608930092349E-5","6.582306582306582E-4"
"ita","windows-1251","37628771","31259368","2670","-9.86838939607383","7.095634348514864E-5","8.541439481438013E-5"
"ita","windows-1250","37628771","4164581","2244","-6.202861939550604","5.963521901897886E-5","5.388297166029428E-4"
"ita","ISO-8859-9","37628771","1190057","1424","-4.610383377597228","3.7843383192079274E-5","0.0011965813402215189"
"ita","ISO-8859-4","37628771","42836","613","0.3255302250446566","1.6290726051084687E-5","0.014310393127276123"
"ita","UTF-16LE","37628771","29580","256","-0.6688304129868742","6.8033048435198695E-6","0.008654496281271129"
"ita","Shift_JIS","37628771","11145787","154","-13.524261071776156","4.092613069929921E-6","1.3816879866805279E-5"
"ita","GB18030","37628771","3063488","144","-11.080750837409514","3.8268589744799265E-6","4.700524369607454E-5"
"ita","IBM866","37628771","15935","106","-1.1911110787340664","2.816993411769946E-6","0.006652023846877942"
"jav","UTF-8","17039","2820276978","16644","-2.5822163372434623","0.9768178883737308","5.901548014551073E-6"
"jav","ISO-8859-1","17039","103949213","302","-1.2420199252528257","0.01772404483831211","2.905264900851149E-6"
"jpn","UTF-8","64194459","2820276978","54506179","0.8586510450743853","0.8490791861023395","0.01932653403377886"
"jpn","Shift_JIS","64194459","11145787","6517226","4.763410912254091","0.10152318598089595","0.5847255110832461"
"jpn","EUC-JP","64194459","7893108","3010223","4.819486351592786","0.046892255918848075","0.38137359833414164"
"jpn","GBK","64194459","15129860","100009","-2.2480480601223425","0.001557907046151756","0.006610041335478319"
"jpn","windows-31j","64194459","57207","32458","4.986829341002916","5.05619963243245E-4","0.5673781180624748"
"jpn","GB18030","64194459","3063488","12873","-3.1542098349438863","2.0053132623175469E-4","0.0042020729312469965"
"jpn","ISO-2022-JP","64194459","23204","6222","4.540041253665371","9.692425322877166E-5","0.2681434235476642"
"jpn","UTF-16BE","64194459","4458","2860","4.857287955594019","4.4552131828075694E-5","0.6415432929564827"
"jpn","ISO-8859-1","64194459","103949213","2354","-13.527453250104573","3.666983158156999E-5","2.2645674094713924E-5"
"jpn","UTF-16LE","64194459","29580","1704","1.9700863011023426","2.6544347075189154E-5","0.05760649087221095"
"jpn","GB2312","64194459","34551093","1337","-12.50069431318317","2.0827342746201818E-5","3.869631562741011E-5"
"jpn","windows-1252","64194459","15713096","519","-12.829315544901776","8.084809936633316E-6","3.302977338138837E-5"
"jpn","EUC-KR","64194459","4504500","156","-12.741666844659463","2.4301162815314013E-6","3.463203463203463E-5"
"jpn","Big5","64194459","1970663","152","-11.141890220665102","2.367805607645981E-6","7.713140196979392E-5"
"kal","UTF-8","17637","2820276978","17113","-2.09940427886295","0.9702897318138005","6.067843737864246E-6"
"kal","ISO-8859-1","17637","103949213","475","-0.4240721284682326","0.026932017916879287","4.569539165246013E-6"
"kan","UTF-8","28865","2820276978","28792","-6.971464310028903","0.9974709856227265","1.0208926365954968E-5"
"kat","UTF-8","815870","2820276978","815503","-10.4202902006823","0.9995501734344933","2.8915706023254287E-4"
"kat","windows-1251","815870","31259368","171","-7.725955878250173","2.0959221444592888E-4","5.470360117325468E-6"
"kat","windows-1252","815870","15713096","159","-6.505905425816712","1.9488398887077598E-4","1.0118947914529383E-5"
"kaz","UTF-8","365945","2820276978","365557","-8.706942521920991","0.9989397313803987","1.2961741093218257E-4"
"kaz","windows-1251","365945","31259368","379","-4.532620259825259","0.0010356747598682862","1.212436540623598E-5"
"kha","UTF-8","2172","2820276978","1924","0.4110007853372471","0.8858195211786372","6.822024981973242E-7"
"kha","ISO-8859-1","2172","103949213","142","1.2690275108521711","0.06537753222836096","1.3660517083472292E-6"
"khm","UTF-8","73495","2820276978","73486","-13.022263380013909","0.9998775426899789","2.6056306020025244E-5"
"kin","UTF-8","19582","2820276978","18828","-1.5990370624349308","0.9614952507404759","6.675940039531819E-6"
"kin","ISO-8859-1","19582","103949213","370","-1.1164649067456782","0.01889490348279032","3.5594305076653156E-6"
"kin","windows-1252","19582","15713096","308","2.243926691560324","0.015728730466755183","1.9601484010534906E-5"
"kir","UTF-8","65794","2820276978","65527","-6.028731713735855","0.9959418791987111","2.3234242775143486E-5"
"kir","windows-1251","65794","31259368","262","-1.845186800717003","0.003982126029729155","8.381487431223818E-6"
"kor","UTF-8","9109844","2820276978","7044633","1.5030126826566534","0.7732989719692236","0.0024978514716649225"
"kor","EUC-KR","9109844","4504500","2056662","8.370943571407414","0.2257625926415425","0.4565794205794206"
"kor","ISO-8859-1","9109844","103949213","7341","-7.383933465448125","8.058315817482714E-4","7.062102528857049E-5"
"kor","x-IBM949","9109844","1034","546","8.887184908008923","5.993516464167773E-5","0.528046421663443"
"kor","x-windows-949","9109844","1656","357","8.111648395553273","3.9188376881096974E-5","0.21557971014492755"
"kur","UTF-8","88964","2820276978","88746","-7.034405543329585","0.9975495706128321","3.14671220920061E-5"
"kur","windows-1252","88964","15713096","149","-2.20720263964395","0.001674834764623893","9.482536096005523E-6"
"lao","UTF-8","25278","2820276978","25276","-13.895793597517212","0.9999208798164412","8.96224030376069E-6"
"lat","UTF-8","129057","2820276978","97218","1.6275848371145283","0.7532950556730746","3.447108236473361E-5"
"lat","ISO-8859-1","129057","103949213","17978","2.616917903647438","0.13930278869026863","1.7294984234272174E-4"
"lat","windows-1251","129057","31259368","5538","2.8294185897235344","0.04291127176363932","1.7716289081724237E-4"
"lat","windows-1252","129057","15713096","3052","3.0431101765439","0.023648465406758253","1.9423288701348227E-4"
"lat","GBK","129057","15129860","2963","3.06059980994894","0.022958847640964845","1.9583789935928025E-4"
"lat","windows-1250","129057","4164581","1008","3.50782415926988","0.007810502336177038","2.4204115612110798E-4"
"lat","Shift_JIS","129057","11145787","669","0.7292186563403787","0.0051837560147841655","6.002267942138137E-5"
"lat","ISO-8859-2","129057","5794535","174","-0.6516508342466054","0.0013482414746972269","3.0028293901063674E-5"
"lat","GB2312","129057","34551093","159","-4.38405049292389","0.0012320137613612589","4.601880467283625E-6"
"lav","UTF-8","2601571","2820276978","2507888","-1.7269115278486327","0.9639898353725499","8.892346459454735E-4"
"lav","windows-1257","2601571","291902","85371","10.951223406098112","0.032815172063341724","0.29246459428164245"
"lav","windows-1251","2601571","31259368","3479","-4.020840179175464","0.0013372689040583555","1.1129463653903688E-4"
"lav","ISO-8859-1","2601571","103949213","1383","-8.219293048856922","5.316018667182252E-4","1.330457403270576E-5"
"lav","windows-1252","2601571","15713096","853","-5.464633747557858","3.278788086121809E-4","5.428592812008531E-5"
"lav","Big5","2601571","1970663","768","-1.5318109592534173","2.9520624268951335E-4","3.8971655732106405E-4"
"lav","ISO-8859-2","2601571","5794535","572","-4.275002941957227","2.1986714950312714E-4","9.871370178970357E-5"
"lav","GB18030","2601571","3063488","460","-3.437884983020316","1.7681623911090644E-4","1.5015563958468257E-4"
"lav","windows-1250","2601571","4164581","325","-4.7458523420487095","1.2492451676314042E-4","7.803906323349216E-5"
"lav","ISO-8859-4","2601571","42836","163","3.0179796265661114","6.26544499458212E-5","0.0038052105705481372"
"lav","EUC-JP","2601571","7893108","149","-7.581697862894019","5.727308614679361E-5","1.8877228083031424E-5"
"lin","UTF-8","1507","2820276978","1166","1.508362666081699","0.7737226277372263","4.134345701133472E-7"
"lin","ISO-8859-1","1507","103949213","130","1.7782948885244585","0.08626410086264101","1.2506107189094352E-6"
"lin","windows-1255","1507","740287","129","11.585484090478086","0.0856005308560053","1.7425674096667915E-4"
"lit","UTF-8","4928109","2820276978","4797736","-2.3227817138980833","0.9735450250795995","0.0017011577364299572"
"lit","windows-1257","4928109","291902","119836","10.005655306093727","0.02431683227785749","0.4105350425827846"
"lit","ISO-8859-13","4928109","8165","5012","10.011217992232572","0.0010170229595165205","0.6138395590936926"
"lit","ISO-8859-1","4928109","103949213","2936","-7.9900937613962695","5.957660433241229E-4","2.8244562082446934E-5"
"lit","windows-1251","4928109","31259368","604","-8.796271596275067","1.2256222417158388E-4","1.9322207665874753E-5"
"lit","windows-1252","4928109","15713096","580","-7.511826673082518","1.176922020190706E-4","3.691188547438391E-5"
"lit","ISO-8859-2","4928109","5794535","523","-5.7300538273532","1.061258994068516E-4","9.025745810492128E-5"
"lit","EUC-KR","4928109","4504500","390","-5.8140173985687165","7.913785997834057E-5","8.658008658008658E-5"
"lit","EUC-JP","4928109","7893108","351","-7.144278241625333","7.122407398050652E-5","4.446917488016127E-5"
"ltz","UTF-8","38442","2820276978","31484","1.1755534531966179","0.8190000520264294","1.11634425432664E-5"
"ltz","ISO-8859-1","38442","103949213","5683","2.716037185254763","0.1478330992144009","5.467092858124861E-5"
"ltz","windows-1252","38442","15713096","920","3.066590504740606","0.0239321575360283","5.854988730419518E-5"
"ltz","windows-1255","38442","740287","303","6.977968242058799","0.007882004058061495","4.0930071715429285E-4"
"lug","UTF-8","1682","2820276978","1586","-0.8508827298329853","0.9429250891795482","5.623561133788753E-7"
"mal","UTF-8","73152","2820276978","68441","-0.6249659990426085","0.9355998468941382","2.426747462532384E-5"
"mal","UTF-16","73152","92256","4638","15.094831175323216","0.06340223097112861","0.05027315296566077"
"mar","UTF-8","63536","2820276978","63489","-9.426437047872998","0.999260261898766","2.251161871520266E-5"
"mfe","UTF-8","1368","2820276978","708","2.2183791104771817","0.5175438596491229","2.510391729333189E-7"
"mfe","ISO-8859-1","1368","103949213","582","4.041831390752551","0.42543859649122806","5.598887987733009E-6"
"mkd","UTF-8","70865","2820276978","69813","-3.4566104377781937","0.9851548719396035","2.4753951666657898E-5"
"mkd","windows-1251","70865","31259368","986","0.6368554513449706","0.013913779722006633","3.154254430223925E-5"
"mlg","UTF-8","50151","2820276978","49314","-3.2261413617703636","0.9833104025841958","1.7485516629991086E-5"
"mlg","ISO-8859-1","50151","103949213","720","-1.656581325082838","0.014356642938326255","6.926459366267641E-6"
"mlt","UTF-8","37108","2820276978","36725","-4.174401277605577","0.9896787754662068","1.3021770658158384E-5"
"mlt","ISO-8859-1","37108","103949213","186","-3.7423054623541274","0.005012396248787324","1.7893353362858072E-6"
"mlt","windows-1252","37108","15713096","136","-0.6450096233874764","0.003664977902339118","8.655200731924505E-6"
"mon","UTF-8","338679","2820276978","338566","-11.017876797779506","0.9996663507332902","1.200470743267543E-4"
"mri","UTF-8","6141","2820276978","6055","-3.5715594943194318","0.9859957661618629","2.1469522487446978E-6"
"msa","UTF-8","1701269","2820276978","1669081","-2.979057695292754","0.981080005572311","5.918145675123119E-4"
"msa","ISO-8859-1","1701269","103949213","25909","-1.539785963604661","0.01522922007042978","2.4924671627865044E-4"
"msa","GB2312","1701269","34551093","2786","-3.81484555611139","0.0016376011083491205","8.063420743303258E-5"
"msa","windows-1252","1701269","15713096","2554","-2.4249810286818247","0.001501232315406911","1.62539578450994E-4"
"msa","GB18030","1701269","3063488","522","-2.3364016818320024","3.0682978411997164E-4","1.703940083982702E-4"
"msa","US-ASCII","1701269","917488","150","-2.4200596182913534","8.816947819539415E-5","1.634898767068343E-4"
"mya","UTF-8","114239","2820276978","114118","-8.7091337960539","0.9989408170589729","4.0463401605656054E-5"
"mya","ISO-8859-1","114239","103949213","101","-7.204147511722352","8.841113805267903E-4","9.716283277680995E-7"
"nau","UTF-8","571","2820276978","422","1.7017808612557523","0.7390542907180385","1.496306934715545E-7"
"nep","UTF-8","145452","2820276978","145261","-8.279765667234415","0.9986868520199104","5.150593403879497E-5"
"nep","Big5","145452","1970663","144","0.8859442386466951","9.900173253031927E-4","7.30718544976995E-5"
"nld","UTF-8","28188992","2820276978","26810579","-1.1352509426502757","0.951101018440106","0.009506363810767525"
"nld","ISO-8859-1","28188992","103949213","1057729","0.21518674229812249","0.03752276775274547","0.010175440193087368"
"nld","windows-1252","28188992","15713096","264557","1.2084567237260508","0.009385117424560623","0.0168367201473217"
"nld","ISO-8859-15","28188992","3548052","46090","0.7051817344879722","0.0016350354067289814","0.01299022674977706"
"nld","windows-1250","28188992","4164581","2104","-5.7601343338985815","7.463906478103225E-5","5.052128893639E-4"
"nld","US-ASCII","28188992","917488","1732","-3.128617301112668","6.144242404978511E-5","0.0018877631097082468"
"nld","ISO-8859-2","28188992","5794535","1247","-7.465249007431667","4.423712632221826E-5","2.1520277295762301E-4"
"nld","windows-1255","28188992","740287","1072","-3.6581017358331573","3.802902920402404E-5","0.001448087025707597"
"nld","ISO-8859-3","28188992","8076","1059","5.075088156252566","3.7567856275243894E-5","0.1311292719167905"
"nld","windows-1251","28188992","31259368","595","-12.299118187057053","2.1107530201860358E-5","1.9034293975489203E-5"
"nld","GB18030","28188992","3063488","488","-8.068470360389357","1.7311722249593033E-5","1.592955480811415E-4"
"nld","UTF-16LE","28188992","29580","383","0.6997120568207781","1.35868639786765E-5","0.012947937795807978"
"nld","ISO-8859-8","28188992","23827","380","1.1104505631617112","1.3480439456650313E-5","0.015948293952239057"
"nld","EUC-JP","28188992","7893108","202","-11.722058295249289","7.165917816429903E-6","2.559194679712985E-5"
"nld","ISO-8859-9","28188992","1190057","104","-9.27024065770862","3.689383430241138E-6","8.739077203865026E-5"
"nld","Shift_JIS","28188992","11145787","100","-13.816271261012652","3.547484067539556E-6","8.971999913509921E-6"
"nno","UTF-8","401333","2820276978","380267","-1.0085649575913864","0.9475099231809994","1.3483321069750618E-4"
"nno","ISO-8859-1","401333","103949213","13457","6.113905801089926E-4","0.03353075874647737","1.2945744957203284E-4"
"nno","windows-1252","401333","15713096","6750","2.3751737274928986","0.01681895084630469","4.295779775036059E-4"
"nno","US-ASCII","401333","917488","357","2.1999246409097144","8.895356225378924E-4","3.891059065622657E-4"
"nno","ISO-8859-15","401333","3548052","282","-0.9740708373877293","7.026583909122848E-4","7.948023309692192E-5"
"nor","UTF-8","6676599","2820276978","6314257","-0.9441569978047589","0.9457295548227473","0.002238878326226581"
"nor","ISO-8859-1","6676599","103949213","303506","0.582950231454182","0.04545817413925862","0.0029197527450255923"
"nor","windows-1252","6676599","15713096","49768","0.7652218423805908","0.007454094517283425","0.0031672943384295493"
"nor","ISO-8859-15","6676599","3548052","7827","0.048493082221252946","0.001172303443714382","0.0022059992356369073"
"nor","EUC-KR","6676599","4504500","312","-6.866383734761059","4.6730378745226426E-5","6.926406926406926E-5"
"nor","ISO-8859-5","6676599","58429","256","1.4165143606748927","3.834287486787809E-5","0.004381385955604238"
"nor","windows-1251","6676599","31259368","213","-11.48681808189485","3.190247010491419E-5","6.813957339124707E-6"
"nso","UTF-8","244","2820276978","230","-0.8409644883388582","0.9426229508196722","8.155227369302732E-8"
"nya","UTF-8","2549","2820276978","2360","-0.3640624392864039","0.9258532757944292","8.36797243111063E-7"
"nya","ISO-8859-1","2549","103949213","134","0.8601694736542973","0.05256963515103962","1.2890910487220331E-6"
"oci","UTF-8","47403","2820276978","45036","-1.1031236379506297","0.950066451490412","1.5968644339300777E-5"
"oci","ISO-8859-1","47403","103949213","2027","0.46773745045108456","0.042761006687340467","1.9499907132534038E-5"
"oci","windows-1252","47403","15713096","307","0.4880037038933989","0.006476383351264688","1.953784282868252E-5"
"ori","UTF-8","3316","2820276978","3308","-7.065539911179779","0.9975874547647768","1.1729344407675408E-6"
"orm","UTF-8","2931","2820276978","2778","-1.019111068674471","0.9477993858751279","9.850096361705648E-7"
"orm","ISO-8859-1","2931","103949213","122","0.41622080060970984","0.04162401910610713","1.1736500592842391E-6"
"pan","UTF-8","26791","2820276978","26735","-7.351673797835112","0.9979097458101601","9.479565379056894E-6"
"pol","UTF-8","40477839","2820276978","37679434","-0.4876313316322882","0.9308657510100774","0.013360189192027649"
"pol","ISO-8859-2","40477839","5794535","2603420","5.782959744440231","0.06431716871051342","0.44928885579257005"
"pol","windows-1250","40477839","4164581","154657","2.036878567910476","0.0038207820333491615","0.03713626893077599"
"pol","ISO-8859-1","40477839","103949213","24731","-7.91781925007855","6.109762924843888E-4","2.379142591488403E-4"
"pol","windows-1252","40477839","15713096","10007","-6.005876381482406","2.472216958024859E-4","6.368573067968273E-4"
"pol","windows-1251","40477839","31259368","1701","-10.914124170881411","4.2022994359950884E-5","5.4415687482869135E-5"
"pol","GB18030","40477839","3063488","1433","-6.630342991367944","3.540208754721318E-5","4.6776745983663064E-4"
"pol","ISO-8859-15","40477839","3548052","1161","-7.34440588440383","2.8682361229807748E-5","3.272218107288168E-4"
"pol","Shift_JIS","40477839","11145787","450","-11.523855377441002","1.1117194275119282E-5","4.0373999610794646E-5"
"pol","UTF-16LE","40477839","29580","366","-0.10555004962210283","9.041984677097015E-6","0.012373225152129817"
"pol","US-ASCII","40477839","917488","361","-6.977463754477624","8.918460296262357E-6","3.9346563660778126E-4"
"por","UTF-8","47967141","2820276978","43638028","-0.005951671944350294","0.9097483629470433","0.01547295827339126"
"por","ISO-8859-1","47967141","103949213","3863748","1.6106410520462904","0.0805498914350555","0.03716957433819148"
"por","windows-1252","47967141","15713096","400976","0.9742459243231314","0.008359389191029751","0.025518586534442354"
"por","ISO-8859-15","47967141","3548052","34605","-0.9099135563497283","7.214313648587061E-4","0.009753239242265897"
"por","EUC-JP","47967141","7893108","13676","-4.346050934721514","2.851118435430621E-4","0.0017326508138492468"
"por","ISO-8859-2","47967141","5794535","4175","-6.099875999454163","8.703875013105325E-5","7.205064772237979E-4"
"por","GB18030","47967141","3063488","2953","-5.519912542171794","6.156297703880246E-5","9.63933921072973E-4"
"por","EUC-KR","47967141","4504500","1907","-7.163497922183376","3.9756382395190074E-5","4.233544233544234E-4"
"por","windows-1250","47967141","4164581","1707","-7.228344154372421","3.558686143082824E-5","4.0988517212175725E-4"
"por","ISO-8859-9","47967141","1190057","1421","-5.093316121046591","2.962444645179082E-5","0.0011940604525665578"
"por","Shift_JIS","47967141","11145787","1089","-10.091098823803472","2.2703041650950178E-5","9.770507905812303E-5"
"por","windows-1251","47967141","31259368","825","-12.695869260129859","1.7199273977992558E-5","2.6392088285342172E-5"
"por","US-ASCII","47967141","917488","786","-5.756872410150012","1.6386217389942E-5","8.566869539438118E-4"
"por","ISO-8859-5","47967141","58429","352","-1.866768073165226","7.338356897276825E-6","0.0060244056889558265"
"por","UTF-16LE","47967141","29580","171","-1.9487965907900975","3.564940424529367E-6","0.0057809330628803245"
"por","Big5","47967141","1970663","171","-10.334195849551163","3.564940424529367E-6","8.677282721601817E-5"
"por","windows-1254","47967141","838443","147","-8.928395560110104","3.064597908805947E-6","1.7532497736876568E-4"
"pus","UTF-8","28704","2820276978","28669","-8.427876050918785","0.998780657748049","1.0165313628284349E-5"
"que","UTF-8","14623","2820276978","14474","-4.199849979550299","0.9898105723859673","5.13212004101251E-6"
"que","ISO-8859-1","14623","103949213","109","-2.9535555780371143","0.007454010804896396","1.0485889873932956E-6"
"roh","UTF-8","18379","2820276978","17401","-0.9828312150842544","0.9467870939659394","6.169961367532037E-6"
"roh","ISO-8859-1","18379","103949213","755","0.39101800612357457","0.04107949289950487","7.263162252127873E-6"
"roh","windows-1252","18379","15713096","167","1.1599874681050972","0.009086457369824255","1.0628077369348472E-5"
"ron","UTF-8","9266179","2820276978","8731685","-0.8290441057049197","0.9423177557869322","0.003096038108353484"
"ron","ISO-8859-1","9266179","103949213","242181","-0.4811678323797588","0.026136015719100614","0.0023298011885861994"
"ron","ISO-8859-2","9266179","5794535","204722","4.833471087538577","0.022093464846729163","0.035330186115020444"
"ron","windows-1250","9266179","4164581","44750","2.5371256738438865","0.004829390841683503","0.010745378706765459"
"ron","windows-1252","9266179","15713096","28545","-0.9889301934606581","0.003080557800577779","0.0018166375359763602"
"ron","Shift_JIS","9266179","11145787","3089","-4.743713161590915","3.333628672616836E-4","2.7714507732832144E-4"
"ron","windows-1251","9266179","31259368","2913","-6.910128364554672","3.143690619402021E-4","9.318806445479E-5"
"ron","EUC-KR","9266179","4504500","2701","-3.2050373186246777","2.914901600756903E-4","5.996225996225996E-4"
"ron","ISO-8859-3","9266179","8076","1406","7.753118425813342","1.5173460387501688E-4","0.17409608717186725"
"ron","US-ASCII","9266179","917488","1299","-1.490347388162026","1.4018723359434347E-4","0.0014158223322811852"
"ron","GB18030","9266179","3063488","743","-5.015146214148696","8.018407587420877E-5","2.4253400045960683E-4"
"ron","ISO-8859-9","9266179","1190057","491","-3.95403560919382","5.2988400072996645E-5","4.125852795286276E-4"
"ron","Big5","9266179","1970663","467","-5.062144325493904","5.039833571097645E-5","2.3697608368351158E-4"
"ron","EUC-JP","9266179","7893108","360","-8.353614660127603","3.885096543030304E-5","4.560941013349875E-5"
"ron","ISO-8859-15","9266179","3548052","338","-6.88344202694523","3.647673976511786E-5","9.526354179701989E-5"
"ron","ISO-8859-5","9266179","58429","329","1.261918985273009","3.550546562936028E-5","0.005630765544507008"
"run","UTF-8","922","2820276978","791","0.7842444668906735","0.8579175704989154","2.8046890648341136E-7"
"rus","UTF-8","137498968","2820276978","118567678","0.6874875287243807","0.8623168575345235","0.042041146640881454"
"rus","windows-1251","137498968","31259368","18699738","3.2108794327153363","0.1359991152806325","0.5982122863136581"
"rus","KOI8-R","137498968","305377","152159","3.547956631504545","0.0011066192147711246","0.4982660776679318"
"rus","x-MacCyrillic","137498968","117786","63307","3.5378322278881296","4.604180011009246E-4","0.5374747423293091"
"rus","ISO-8859-1","137498968","103949213","6068","-13.109995966023513","4.4131240315927316E-5","5.837466032571117E-5"
"rus","windows-1252","137498968","15713096","2500","-11.160090611935816","1.818195464565232E-5","1.5910295463096515E-4"
"rus","ISO-8859-15","137498968","3548052","1950","-8.689099163905153","1.4181924623608811E-5","5.495973565212685E-4"
"rus","UTF-16LE","137498968","29580","1427","0.1605544455991562","1.0378259711738346E-5","0.048242055442866805"
"rus","KOI8-U","137498968","5243","961","2.524186478207656","6.989143365788753E-6","0.1832920083921419"
"rus","US-ASCII","137498968","917488","579","-8.414397473999767","4.210940695933078E-6","6.310709240883804E-4"
"rus","ISO-8859-5","137498968","58429","500","-3.2165851263464402","3.6363909291304643E-6","0.008557394444539526"
"rus","windows-1257","137498968","291902","384","-6.947026901765755","2.7927482335721965E-6","0.0013155099999314838"
"rus","GB2312","137498968","34551093","310","-16.898921339332265","2.254562376060888E-6","8.972219778980654E-6"
"rus","ISO-8859-2","137498968","5794535","271","-13.614651012807549","1.9709238835887116E-6","4.676820486889802E-5"
"rus","Big5","137498968","1970663","192","-12.149262269335319","1.3963741167860982E-6","9.742913933026601E-5"
